order,movie_imdb_id,movie_name,role,order,name,imdb_id,img,gender,races,poc,note,reference_url,voice,race_reflected
451,2379713,Spectre,James Bond,1,Daniel Craig,185819,http://s3.amazonaws.com/brianfoo_art/hollywood/185819.jpg,m,w,0,"English, as well as Welsh, Scottish, and Irish",http://www.imdb.com/name/nm0185819/bio,0,-1
76,373889,Harry Potter and the Order of the Phoenix,Harry Potter,1,Daniel Radcliffe,705356,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/705356.jpg,m,w,0,"His father is from a Northern Irish Protestant background, while his mother was born in South Africa, to a Jewish family (from Lithuania, Poland, Russia, and Germany)",http://www.imdb.com/name/nm0705356/bio,0,-1
186,417741,Harry Potter and the Half-Blood Prince,Harry Potter,1,Daniel Radcliffe,705356,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/705356.jpg,m,w,0,"His father is from a Northern Irish Protestant background, while his mother was born in South Africa, to a Jewish family (from Lithuania, Poland, Russia, and Germany)",http://www.imdb.com/name/nm0705356/bio,0,-1
226,926084,Harry Potter and the Deathly Hallows Part 1,Harry Potter,1,Daniel Radcliffe,705356,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/705356.jpg,m,w,0,"His father is from a Northern Irish Protestant background, while his mother was born in South Africa, to a Jewish family (from Lithuania, Poland, Russia, and Germany)",http://www.imdb.com/name/nm0705356/bio,0,-1
296,1201607,Harry Potter and the Deathly Hallows Part 2,Harry Potter,1,Daniel Radcliffe,705356,http://s3.amazonaws.com/brianfoo_art/hollywood/705356.jpg,m,w,0,"His father is from a Northern Irish Protestant background, while his mother was born in South Africa, to a Jewish family (from Lithuania, Poland, Russia, and Germany)",http://www.imdb.com/name/nm0705356/bio,0,-1
57,952640,Alvin and the Chipmunks,Ian,2,David Cross,189144,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/189144.jpg,m,w,0,possibly English ancenstry,,0,-1
157,1231580,Alvin and the Chipmunks: The Squeakquel,Ian,2,David Cross,189144,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/189144.jpg,m,w,0,possibly English ancenstry,,0,-1
113,479952,Madagascar: Escape 2 Africa,Melman,3,David Schwimmer,1710,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/1710.jpg,m,w,0,"Ashkenazi Jewish (from Ukraine, Austria, Russia, Germany, and Belarus)",http://www.imdb.com/name/nm0001710/bio,1,0
303,1277953,Madagascar 3: Europe's Most Wanted,Melman,3,David Schwimmer,1710,http://s3.amazonaws.com/brianfoo_art/hollywood/1710.jpg,m,w,0,"Ashkenazi Jewish (from Ukraine, Austria, Russia, Germany, and Belarus)",http://www.imdb.com/name/nm0001710/bio,1,0
54,416449,300,Dilios,4,David Wenham,920992,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/920992.jpg,m,w,0,,,0,-1
13,438097,Ice Age: The Meltdown,Diego,3,Denis Leary,1459,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/1459.jpg,m,w,0,Irish,http://www.imdb.com/name/nm0001459/bio,1,0
319,948470,The Amazing Spider-Man,Captain Stacy,4,Denis Leary,1459,http://s3.amazonaws.com/brianfoo_art/hollywood/1459.jpg,m,w,0,Irish,http://www.imdb.com/name/nm0001459/bio,0,-1
63,465234,National Treasure: Book of Secrets,Abigail Chase,3,Diane Kruger,1208167,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/1208167.jpg,f,w,0,"German, Polish",https://en.wikipedia.org/wiki/Diane_Kruger#Early_life,0,-1
379,770828,Man of Steel,Martha Kent,4,Diane Lane,178,http://s3.amazonaws.com/brianfoo_art/hollywood/178.jpg,f,w,0,"English, and some German and Scots-Irish (Northern Irish)",http://www.imdb.com/name/nm0000178/bio,0,-1
43,477347,Night at the Museum,Cecil,3,Dick Van Dyke,1813,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/1813.jpg,m,w,0,"English, Scottish, German, Swiss-German, and Dutch",http://www.imdb.com/name/nm0001813/bio,0,-1
53,416449,300,Theron,3,Dominic West,922035,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/922035.jpg,m,w,0,"English, Irish",http://www.imdb.com/name/nm0922035/bio,0,-1
250,435761,Toy Story 3,Mr. Potato Head,5,Don Rickles,725543,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/725543.jpg,m,w,0,"Lithuania, Austrian Jewish",https://en.wikipedia.org/wiki/Don_Rickles#Early_life,1,0
445,1951265,The Hunger Games: Mockingjay - Part 1,President Snow,5,Donald Sutherland,661,http://s3.amazonaws.com/brianfoo_art/hollywood/661.jpg,m,w,0,"Scottish, as well as German and English",http://www.imdb.com/name/nm0000661/bio,0,-1
470,1951266,The Hunger Games: Mockingjay - Part 2,President Snow,5,Donald Sutherland,661,http://s3.amazonaws.com/brianfoo_art/hollywood/661.jpg,m,w,0,"Scottish, as well as German and English",http://www.imdb.com/name/nm0000661/bio,0,-1
203,398286,Tangled,Mother Gothel,3,Donna Murphy,614220,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/614220.jpg,f,w,0,"French, German, Irish and Czech",http://www.imdb.com/name/nm0614220/bio,1,1
122,441773,Kung Fu Panda,Shifu,2,Dustin Hoffman,163,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/163.jpg,m,w,0,"raised in a Jewish family (from Ukraine, Russia-Poland, and Romania)",http://www.imdb.com/name/nm0000163/bio,1,0
373,1454468,Gravity,Mission Control,3,Ed Harris,438,http://s3.amazonaws.com/brianfoo_art/hollywood/438.jpg,m,w,0,,,1,0
172,1119646,The Hangover,Stu,2,Ed Helms,1159180,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/1159180.jpg,m,w,0,"English, as well as smaller amounts of Scots-Irish (Northern Irish), German, Dutch, and French",http://www.imdb.com/name/nm1159180/bio,0,-1
282,1411697,The Hangover Part II,Stu,2,Ed Helms,1159180,http://s3.amazonaws.com/brianfoo_art/hollywood/1159180.jpg,m,w,0,"English, as well as smaller amounts of Scots-Irish (Northern Irish), German, Dutch, and French",http://www.imdb.com/name/nm1159180/bio,0,-1
265,1216475,Cars 2,Sir Miles Axlerod,5,Eddie Izzard,412850,http://s3.amazonaws.com/brianfoo_art/hollywood/412850.jpg,m,w,0,English,https://en.wikipedia.org/wiki/Eddie_Izzard#Early_life,1,0
135,448157,Hancock,Red,5,Eddie Marsan,550371,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/550371.jpg,m,w,0,English,https://en.wikipedia.org/wiki/Eddie_Marsan,0,-1
155,988045,Sherlock Holmes,Inspector Lestrade,5,Eddie Marsan,550371,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/550371.jpg,m,w,0,English,https://en.wikipedia.org/wiki/Eddie_Marsan,0,-1
176,1049413,Up,Carl Fredricksen,1,Edward Asner,799,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/799.jpg,m,w,0,Jewish Russian-born parents,https://en.wikipedia.org/wiki/Ed_Asner#Early_life_and_education,1,1
16,366548,Happy Feet,Mumble,1,Elijah Wood,704,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/704.jpg,m,w,0,"English, German, Austrian, and Danish",http://www.imdb.com/name/nm0000704/bio,1,0
127,910970,WALL-E,EVE,2,Elissa Knight,2264184,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/2264184.jpg,f,w,0,,,1,0
340,1392170,The Hunger Games,Effie Trinket,5,Elizabeth Banks,6969,http://s3.amazonaws.com/brianfoo_art/hollywood/6969.jpg,f,w,0,"English, Irish, Scottish, and more distant Dutch",http://www.imdb.com/name/nm0006969/bio,0,-1
400,1951264,The Hunger Games: Catching Fire,Effie Trinket,5,Elizabeth Banks,6969,http://s3.amazonaws.com/brianfoo_art/hollywood/6969.jpg,f,w,0,"English, Irish, Scottish, and more distant Dutch",http://www.imdb.com/name/nm0006969/bio,0,-1
428,1490017,The LEGO Movie,Wyldstyle,3,Elizabeth Banks,6969,http://s3.amazonaws.com/brianfoo_art/hollywood/6969.jpg,f,w,0,"English, Irish, Scottish, and more distant Dutch",http://www.imdb.com/name/nm0006969/bio,1,0
120,1099212,Twilight,Esme Cullen,5,Elizabeth Reaser,714147,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/714147.jpg,f,w,0,"German, Swedish, English, Irish, and Scottish",http://www.imdb.com/name/nm0714147/bio,0,-1
325,1673434,The Twilight Saga: Breaking Dawn Part 2,Esme Cullen,5,Elizabeth Reaser,714147,http://s3.amazonaws.com/brianfoo_art/hollywood/714147.jpg,f,w,0,"German, Swedish, English, Irish, and Scottish",http://www.imdb.com/name/nm0714147/bio,0,-1
412,1587310,Maleficent,Aurora,2,Elle Fanning,1102577,http://s3.amazonaws.com/brianfoo_art/hollywood/1102577.jpg,f,w,0,"German, Irish, English, French, and Channel Islander",http://www.imdb.com/name/nm1102577/bio,0,-1
223,1375666,Inception,Ariadne,3,Ellen Page,680983,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/680983.jpg,f,w,0,,,0,-1
264,1216475,Cars 2,Holley Shiftwell,4,Emily Mortimer,607865,http://s3.amazonaws.com/brianfoo_art/hollywood/607865.jpg,f,w,0,,,1,0
317,948470,The Amazing Spider-Man,Gwen Stacy,2,Emma Stone,1297015,http://s3.amazonaws.com/brianfoo_art/hollywood/1297015.jpg,f,w,0,"Swedish (from her paternal grandfather), English, German, Scottish, and Irish",http://www.imdb.com/name/nm1297015/bio,0,-1
313,1217209,Brave,Elinor,3,Emma Thompson,668,http://s3.amazonaws.com/brianfoo_art/hollywood/668.jpg,f,w,0,"Scottish, English",http://www.imdb.com/name/nm0000668/bio,1,1
78,373889,Harry Potter and the Order of the Phoenix,Hermione Granger,3,Emma Watson,914612,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/914612.jpg,f,w,0,English,http://www.imdb.com/name/nm0914612/bio,0,-1
188,417741,Harry Potter and the Half-Blood Prince,Hermione Granger,3,Emma Watson,914612,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/914612.jpg,f,w,0,English,http://www.imdb.com/name/nm0914612/bio,0,-1
228,926084,Harry Potter and the Deathly Hallows Part 1,Hermione Granger,3,Emma Watson,914612,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/914612.jpg,f,w,0,English,http://www.imdb.com/name/nm0914612/bio,0,-1
298,1201607,Harry Potter and the Deathly Hallows Part 2,Hermione Granger,3,Emma Watson,914612,http://s3.amazonaws.com/brianfoo_art/hollywood/0914612.jpg,f,w,0,English,http://www.imdb.com/name/nm0914612/bio,0,-1
169,796366,Star Trek,Nero,4,Eric Bana,51509,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/51509.jpg,m,w,0,"Croatian, German",http://www.imdb.com/name/nm0051509/bio,0,-1
7,381061,Casino Royale,Vesper Lynd,2,Eva Green,1200692,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/1200692.jpg,f,w,0,"mother was born in Algeria, of Sephardi Jewish heritage (during that time, Algeria was part of France), and father is of Swedish and French descent",http://www.imdb.com/name/nm1200692/bio,0,-1
35,376994,X-Men: The Last Stand,Jean Grey,5,Famke Janssen,463,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/463.jpg,f,w,0,Dutch,https://en.wikipedia.org/wiki/Famke_Janssen,0,-1
129,910970,WALL-E,Shelby Forthright,4,Fred Willard,929609,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/929609.jpg,m,w,0,,,0,-1
342,1345836,The Dark Knight Rises,Commissioner Gordon,2,Gary Oldman,198,http://s3.amazonaws.com/brianfoo_art/hollywood/198.jpg,m,w,0,"English, with a smaller amount of Irish",http://www.imdb.com/name/nm0000198/bio,0,-1
82,449088,Pirates of the Caribbean: At World's End,Captain Hector Barbossa,2,Geoffrey Rush,1691,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/1691.jpg,m,w,0,"His mother was of German descent and his father had English, Irish, and Scottish ancestry",http://www.imdb.com/name/nm0001691/bio,0,-1
278,1298650,Pirates of the Caribbean: On Stranger Tides,Barbossa,3,Geoffrey Rush,1691,http://s3.amazonaws.com/brianfoo_art/hollywood/1691.jpg,m,w,0,"His mother was of German descent and his father had English, Irish, and Scottish ancestry",http://www.imdb.com/name/nm0001691/bio,0,-1
372,1454468,Gravity,Matt Kowalski,2,George Clooney,123,http://s3.amazonaws.com/brianfoo_art/hollywood/123.jpg,m,w,0,"Irish, English, and German",http://www.imdb.com/name/nm0000123/bio,0,-1
51,416449,300,King Leonidas,1,Gerard Butler,124930,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/124930.jpg,m,w,0,Irish,http://www.imdb.com/name/nm0124930/bio,0,-1
207,892769,How to Train Your Dragon,Stoick,2,Gerard Butler,124930,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/124930.jpg,m,w,0,Irish,http://www.imdb.com/name/nm0124930/bio,1,1
110,830515,Quantum of Solace,Rene Mathis,5,Giancarlo Giannini,316284,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/316284.jpg,m,w,0,Italian,http://www.imdb.com/name/nm0316284/bio,0,-1
310,1637725,Ted,Donny,5,Giovanni Ribisi,610,http://s3.amazonaws.com/brianfoo_art/hollywood/610.jpg,m,w,0,"Italian (from his paternal grandfather), English, and German ",http://www.imdb.com/name/nm0000610/bio,0,-1
330,903624,The Hobbit: An Unexpected Journey,Dwalin,5,Graham McTavish,574615,http://s3.amazonaws.com/brianfoo_art/hollywood/574615.jpg,m,w,0,Scottish,http://www.imdb.com/name/nm0574615/bio,0,-1
365,1170358,The Hobbit: The Desolation of Smaug,Dwalin,5,Graham McTavish,574615,http://s3.amazonaws.com/brianfoo_art/hollywood/574615.jpg,m,w,0,Scottish,http://www.imdb.com/name/nm0574615/bio,0,-1
425,2310332,The Hobbit: The Battle of the Five Armies,Dwalin,5,Graham McTavish,574615,http://s3.amazonaws.com/brianfoo_art/hollywood/574615.jpg,m,w,0,Scottish,http://www.imdb.com/name/nm0574615/bio,0,-1
394,1300854,Iron Man 3,Aldrich Killian,4,Guy Pearce,1602,http://s3.amazonaws.com/brianfoo_art/hollywood/1602.jpg,m,w,0,English and Scottish,http://www.imdb.com/name/nm0001602/bio,0,-1
144,371746,Iron Man,Pepper Potts,4,Gwyneth Paltrow,569,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/569.jpg,f,w,0,"German, and some English and Irish; Eastern European",http://www.imdb.com/name/nm0000569/bio,0,-1
237,1228705,Iron Man 2,Pepper Potts,2,Gwyneth Paltrow,569,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/569.jpg,f,w,0,"German, and some English and Irish; Eastern European",http://www.imdb.com/name/nm0000569/bio,0,-1
392,1300854,Iron Man 3,Pepper Potts,2,Gwyneth Paltrow,569,http://s3.amazonaws.com/brianfoo_art/hollywood/569.jpg,f,w,0,"German, and some English and Irish; Eastern European",http://www.imdb.com/name/nm0000569/bio,0,-1
136,367882,Indiana Jones and the Kingdom of the Crystal Skull,Indiana Jones,1,Harrison Ford,148,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/148.jpg,m,w,0,"His father was of Irish and German ancestry, while his maternal grandparents were Jewish immigrants from Minsk, Belarus",http://www.imdb.com/name/nm0000148/bio,0,-1
498,2488496,Star Wars: The Force Awakens,Han Solo,3,Harrison Ford,148,http://s3.amazonaws.com/brianfoo_art/hollywood/148.jpg,m,w,0,"His father was of Irish and German ancestry, while his maternal grandparents were Jewish immigrants from Minsk, Belarus",http://www.imdb.com/name/nm0000148/bio,0,-1
147,468569,The Dark Knight,Joker,2,Heath Ledger,5132,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/5132.jpg,m,w,0,"English, Irish, and Scottish",http://www.imdb.com/name/nm0005132/bio,0,-1
175,1119646,The Hangover,Jade,5,Heather Graham,1287,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/1287.jpg,f,w,0,"Irish, with smaller amounts (to varying degrees) of Scottish, Welsh, German, and English",http://www.imdb.com/name/nm0001287/bio,0,-1
65,465234,National Treasure: Book of Secrets,Emily Appleton,5,Helen Mirren,545,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/545.jpg,f,w,0,"English, Russian",http://www.imdb.com/name/nm0000545/bio,0,-1
369,1453405,Monsters University,Dean Hardscrabble,4,Helen Mirren,545,http://s3.amazonaws.com/brianfoo_art/hollywood/545.jpg,f,w,0,"English, Russian",http://www.imdb.com/name/nm0000545/bio,1,0
376,770828,Man of Steel,Clark Kent,1,Henry Cavill,147147,http://s3.amazonaws.com/brianfoo_art/hollywood/147147.jpg,m,w,0,"Irish, Scottish, and English",http://www.imdb.com/name/nm0147147/bio,0,-1
19,366548,Happy Feet,Memphis,4,Hugh Jackman,413168,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/413168.jpg,m,w,0,"English, Greek, Scottish",http://www.imdb.com/name/nm0413168/bio,1,0
31,376994,X-Men: The Last Stand,Logan,1,Hugh Jackman,413168,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/413168.jpg,m,w,0,"English, Greek, Scottish",http://www.imdb.com/name/nm0413168/bio,0,-1
406,1877832,X-Men: Days of Future Past,Logan,1,Hugh Jackman,413168,http://s3.amazonaws.com/brianfoo_art/hollywood/413168.jpg,m,w,0,"English, Greek, Scottish",http://www.imdb.com/name/nm0413168/bio,0,-1
28,382625,The Da Vinci Code,Sir Leigh Teabing,3,Ian McKellen,5212,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/5212.jpg,m,w,0,"Scottish, Northern Irish, and English",http://www.imdb.com/name/nm0005212/bio,0,-1
33,376994,X-Men: The Last Stand,Eric Lehnsherr,3,Ian McKellen,5212,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/5212.jpg,m,w,0,"Scottish, Northern Irish, and English",http://www.imdb.com/name/nm0005212/bio,0,-1
326,903624,The Hobbit: An Unexpected Journey,Gandalf,1,Ian McKellen,5212,http://s3.amazonaws.com/brianfoo_art/hollywood/5212.jpg,m,w,0,"Scottish, Northern Irish, and English",http://www.imdb.com/name/nm0005212/bio,0,-1
361,1170358,The Hobbit: The Desolation of Smaug,Gandalf,1,Ian McKellen,5212,http://s3.amazonaws.com/brianfoo_art/hollywood/5212.jpg,m,w,0,"Scottish, Northern Irish, and English",http://www.imdb.com/name/nm0005212/bio,0,-1
421,2310332,The Hobbit: The Battle of the Five Armies,Gandalf,1,Ian McKellen,5212,http://s3.amazonaws.com/brianfoo_art/hollywood/5212.jpg,m,w,0,"Scottish, Northern Irish, and English",http://www.imdb.com/name/nm0005212/bio,0,-1
124,441773,Kung Fu Panda,Tai Lung,4,Ian McShane,574534,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/574534.jpg,m,w,0,His father was Scottish and his mother was of English and Irish descent,http://www.imdb.com/name/nm0574534/bio,1,0
279,1298650,Pirates of the Caribbean: On Stranger Tides,Blackbeard,4,Ian McShane,574534,http://s3.amazonaws.com/brianfoo_art/hollywood/574534.jpg,m,w,0,His father was Scottish and his mother was of English and Irish descent,http://www.imdb.com/name/nm0574534/bio,0,-1
387,2294629,Frozen,Elsa,2,Idina Menzel,579953,http://s3.amazonaws.com/brianfoo_art/hollywood/579953.jpg,f,w,0,Russian and Eastern European Jewish,https://en.wikipedia.org/wiki/Idina_Menzel,1,1
415,1587310,Maleficent,Knotgrass,5,Imelda Staunton,1767,http://s3.amazonaws.com/brianfoo_art/hollywood/1767.jpg,f,w,0,Irish,https://en.wikipedia.org/wiki/Imelda_Staunton#Early_life_and_education,0,-1
121,441773,Kung Fu Panda,Po,1,Jack Black,85312,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/85312.jpg,m,w,0,British-German (father) and Russian Jewish (mother),http://www.imdb.com/name/nm0085312/bio,1,0
49,383574,Pirates of the Caribbean: Dead Man's Chest,Norrington,4,Jack Davenport,202603,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/202603.jpg,m,w,0,"English, Irish",http://www.imdb.com/name/nm0202603/bio,0,-1
85,449088,Pirates of the Caribbean: At World's End,Norrington,5,Jack Davenport,202603,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/202603.jpg,m,w,0,"English, Irish",http://www.imdb.com/name/nm0202603/bio,0,-1
420,2109248,Transformers: Age of Extinction,Shane Dyson,5,Jack Reynor,2930503,http://s3.amazonaws.com/brianfoo_art/hollywood/2930503.jpg,m,w,0,Irish mother,http://www.imdb.com/name/nm2930503/bio,0,-1
134,448157,Hancock,Aaron,4,Jae Head,2052567,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/2052567.jpg,m,w,0,,,0,-1
164,878804,The Blind Side,S.J. Tuohy,4,Jae Head,2052567,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/2052567.jpg,m,w,0,,,0,-1
98,413300,Spider-Man 3,New Goblin,3,James Franco,290556,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/290556.jpg,m,w,0,"His father was of half Portuguese and half Swedish descent. His mother is from an Ashkenazi Jewish family (from Russia, Germany, Poland, and Lithuania).",http://www.imdb.com/name/nm0290556/bio,0,-1
351,1623205,Oz The Great and Powerful,Oz,1,James Franco,290556,http://s3.amazonaws.com/brianfoo_art/hollywood/290556.jpg,m,w,0,"His father was of half Portuguese and half Swedish descent. His mother is from an Ashkenazi Jewish family (from Russia, Germany, Poland, and Lithuania).",http://www.imdb.com/name/nm0290556/bio,0,-1
5,454921,The Pursuit of Happyness,Martin Frohm,5,James Karen,439170,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/439170.jpg,m,w,0,son of Russian-born Jewish immigrants,https://en.wikipedia.org/wiki/James_Karen#Early_life,0,-1
24,348150,Superman Returns,Richard White,4,James Marsden,5188,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/5188.jpg,m,w,0,"English, German, and Scottish",http://www.imdb.com/name/nm0005188/bio,0,-1
407,1877832,X-Men: Days of Future Past,Charles Xavier,2,James McAvoy,564215,http://s3.amazonaws.com/brianfoo_art/hollywood/564215.jpg,m,w,0,,,0,-1
59,952640,Alvin and the Chipmunks,Gail,4,Jane Lynch,528331,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/528331.jpg,f,w,0,Her paternal grandparents were Irish. Her mother was of half Irish and half Swedish ancestry.,http://www.imdb.com/name/nm0528331/bio,0,-1
260,1515091,Sherlock Holmes: A Game of Shadows,Professor James Moriarty,5,Jared Harris,364813,http://s3.amazonaws.com/brianfoo_art/hollywood/364813.jpg,m,w,0,"Irish, Welsh",http://www.imdb.com/name/nm0364813/bio,0,-1
133,448157,Hancock,Ray,3,Jason Bateman,867,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/867.jpg,m,w,0,"English, Scottish, Swiss-German, Swedish, and Danish",http://www.imdb.com/name/nm0000867/bio,0,-1
56,952640,Alvin and the Chipmunks,Dave,1,Jason Lee,5134,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/5134.jpg,m,w,0,,,0,-1
158,1231580,Alvin and the Chipmunks: The Squeakquel,Dave,3,Jason Lee,5134,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/5134.jpg,m,w,0,,,0,-1
217,1323594,Despicable Me,Vector,2,Jason Segel,781981,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/781981.jpg,m,w,0,"His mother is of English, Scottish, and Irish ancestry, and his father is of Ashkenazi Jewish descent",http://www.imdb.com/name/nm0781981/bio,1,1
478,2820852,Furious 7,Deckard Shaw,3,Jason Statham,5458,http://s3.amazonaws.com/brianfoo_art/hollywood/5458.jpg,m,w,0,,,0,-1
206,892769,How to Train Your Dragon,Hiccup,1,Jay Baruchel,59431,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/59431.jpg,m,w,0,"Paternal grandfather from Sephardi Jewish family (from Egypt, Algeria, and Italy), paternal grandmother French, maternal grandparents German and Irish ",http://www.imdb.com/name/nm0059431/bio,1,1
143,371746,Iron Man,Obadiah Stane,3,Jeff Bridges,313,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/313.jpg,m,w,0,"English, Irish and Swiss-German",http://www.imdb.com/name/nm0000313/bio,0,-1
464,3659388,The Martian,Teddy Sanders,4,Jeff Daniels,1099,http://s3.amazonaws.com/brianfoo_art/hollywood/1099.jpg,m,w,0,"English, Northern Irish (Scots-Irish), Scottish, and German",http://www.imdb.com/name/nm0001099/bio,0,-1
128,910970,WALL-E,Captain,3,Jeff Garlin,307531,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/307531.jpg,m,w,0,,,1,1
336,1392170,The Hunger Games,Katniss Everdeen,1,Jennifer Lawrence,2225369,http://s3.amazonaws.com/brianfoo_art/hollywood/2225369.jpg,f,w,0,"English, German, Irish, and Scottish",http://www.imdb.com/name/nm2225369/bio,0,-1
396,1951264,The Hunger Games: Catching Fire,Katniss Everdeen,1,Jennifer Lawrence,2225369,http://s3.amazonaws.com/brianfoo_art/hollywood/2225369.jpg,f,w,0,"English, German, Irish, and Scottish",http://www.imdb.com/name/nm2225369/bio,0,-1
409,1877832,X-Men: Days of Future Past,Raven,4,Jennifer Lawrence,2225369,http://s3.amazonaws.com/brianfoo_art/hollywood/2225369.jpg,f,w,0,"English, German, Irish, and Scottish",http://www.imdb.com/name/nm2225369/bio,0,-1
441,1951265,The Hunger Games: Mockingjay - Part 1,Katniss Everdeen,1,Jennifer Lawrence,2225369,http://s3.amazonaws.com/brianfoo_art/hollywood/2225369.jpg,f,w,0,"English, German, Irish, and Scottish",http://www.imdb.com/name/nm2225369/bio,0,-1
466,1951266,The Hunger Games: Mockingjay - Part 2,Katniss Everdeen,1,Jennifer Lawrence,2225369,http://s3.amazonaws.com/brianfoo_art/hollywood/2225369.jpg,f,w,0,"English, German, Irish, and Scottish",http://www.imdb.com/name/nm2225369/bio,0,-1
269,1229238,Mission: Impossible - Ghost Protocol,Brandt,4,Jeremy Renner,719637,http://s3.amazonaws.com/brianfoo_art/hollywood/719637.jpg,m,w,0," German, English, Scottish, Irish, and Swedish; some of his forebears also lived in Panama",http://www.imdb.com/name/nm0719637/bio,0,-1
189,417741,Harry Potter and the Half-Blood Prince,Professor Horace Slughorn,4,Jim Broadbent,980,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/980.jpg,m,w,0,,,0,-1
101,451079,Dr. Seuss' Horton Hears a Who!,Horton,1,Jim Carrey,120,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/120.jpg,m,w,0,"French-Canadian, Scottish, and Irish",http://www.imdb.com/name/nm0000120/bio,1,0
248,435761,Toy Story 3,Jessie,3,Joan Cusack,349,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/349.jpg,f,w,0,Irish,http://www.imdb.com/name/nm0000349/bio,1,1
