order,movie_imdb_id,movie_name,role,order,name,imdb_id,img,gender,races,poc,note,reference_url,voice,race_reflected
309,1637725,Ted,Rex,4,Joel McHale,570364,http://s3.amazonaws.com/brianfoo_art/hollywood/570364.jpg,m,w,0,"Norwegian, Finnish, and English",http://www.imdb.com/name/nm0570364/bio,0,-1
367,1453405,Monsters University,Sullivan,2,John Goodman,422,http://s3.amazonaws.com/brianfoo_art/hollywood/422.jpg,m,w,0,"English, Welsh, and German",http://www.imdb.com/name/nm0000422/bio,1,0
195,1055369,Transformers: Revenge of the Fallen,Simmons,5,John Turturro,1806,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/1806.jpg,m,w,0,"The Turturro family originates from Sicily, Italy",http://www.imdb.com/name/nm0001806/bio,0,-1
294,1399103,Transformers: Dark of the Moon,Simmons,4,John Turturro,1806,http://s3.amazonaws.com/brianfoo_art/hollywood/1806.jpg,m,w,0,"The Turturro family originates from Sicily, Italy",http://www.imdb.com/name/nm0001806/bio,0,-1
46,383574,Pirates of the Caribbean: Dead Man's Chest,Jack Sparrow,1,Johnny Depp,136,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/136.jpg,m,w,0,"English, as well as Irish, Scots-Irish, Scottish, Welsh, French, Dutch, Belgian (Flemish), and German",http://www.imdb.com/name/nm0000136/bio,0,-1
81,449088,Pirates of the Caribbean: At World's End,Jack Sparrow,1,Johnny Depp,136,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/136.jpg,m,w,0,"English, as well as Irish, Scots-Irish, Scottish, Welsh, French, Dutch, Belgian (Flemish), and German",http://www.imdb.com/name/nm0000136/bio,0,-1
241,1014759,Alice in Wonderland (2010),Mad Hatter,1,Johnny Depp,136,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/136.jpg,m,w,0,"English, as well as Irish, Scots-Irish, Scottish, Welsh, French, Dutch, Belgian (Flemish), and German",http://www.imdb.com/name/nm0000136/bio,0,-1
276,1298650,Pirates of the Caribbean: On Stranger Tides,Jack Sparrow,1,Johnny Depp,136,http://s3.amazonaws.com/brianfoo_art/hollywood/136.jpg,m,w,0,"English, as well as Irish, Scots-Irish, Scottish, Welsh, French, Dutch, Belgian (Flemish), and German",http://www.imdb.com/name/nm0000136/bio,0,-1
472,2293640,Minions,Herb Overkill,2,Jon Hamm,358316,http://s3.amazonaws.com/brianfoo_art/hollywood/358316.jpg,m,w,0,"German, English, and Irish",http://www.imdb.com/name/nm0358316/bio,1,1
64,465234,National Treasure: Book of Secrets,Patrick Gates,4,Jon Voight,685,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/685.jpg,m,w,0,"Slovak, German",http://www.imdb.com/name/nm0000685/bio,0,-1
210,892769,How to Train Your Dragon,Snotlout,5,Jonah Hill,1706767,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/1706767.jpg,m,w,0,Russian Jewish,http://www.imdb.com/name/nm1706767/bio,1,1
388,2294629,Frozen,Kristoff,3,Jonathan Groff,2676147,http://s3.amazonaws.com/brianfoo_art/hollywood/2676147.jpg,m,w,0,,,1,1
222,1375666,Inception,Arthur,2,Joseph Gordon-Levitt,330687,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/330687.jpg,m,w,0,"Russian, Lithuanian, Romanian, Polish Jewish",http://www.imdb.com/name/nm0330687/bio,0,-1
344,1345836,The Dark Knight Rises,Blake,4,Joseph Gordon-Levitt,330687,http://s3.amazonaws.com/brianfoo_art/hollywood/330687.jpg,m,w,0,"Russian, Lithuanian, Romanian, Polish Jewish",http://www.imdb.com/name/nm0330687/bio,0,-1
88,418279,Transformers,Captain William Lennox,3,Josh Duhamel,241049,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/241049.jpg,m,w,0,"French-Canadian (from his great-great-grandfather; his last name is a very common last name among Francophones in the world), Norwegian, German, Irish, and English",http://www.imdb.com/name/nm0241049/bio,0,-1
193,1055369,Transformers: Revenge of the Fallen,Major Lennox,3,Josh Duhamel,241049,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/241049.jpg,m,w,0,"French-Canadian (from his great-great-grandfather; his last name is a very common last name among Francophones in the world), Norwegian, German, Irish, and English",http://www.imdb.com/name/nm0241049/bio,0,-1
293,1399103,Transformers: Dark of the Moon,Lennox,3,Josh Duhamel,241049,http://s3.amazonaws.com/brianfoo_art/hollywood/241049.jpg,m,w,0,"French-Canadian (from his great-great-grandfather; his last name is a very common last name among Francophones in the world), Norwegian, German, Irish, and English",http://www.imdb.com/name/nm0241049/bio,0,-1
389,2294629,Frozen,Olaf,4,Josh Gad,1265802,http://s3.amazonaws.com/brianfoo_art/hollywood/1265802.jpg,m,w,0,"His father was born in Afghanistan, to an Afghan Jewish family. His mother, who is originally from New York, is of Ashkenazi Jewish background",http://www.imdb.com/name/nm1265802/bio,1,0
337,1392170,The Hunger Games,Peeta Mellark,2,Josh Hutcherson,1242688,http://s3.amazonaws.com/brianfoo_art/hollywood/1242688.jpg,m,w,0," English, as well as Scottish, German, and distant Irish and French",http://www.imdb.com/name/nm1242688/bio,0,-1
397,1951264,The Hunger Games: Catching Fire,Peeta Mellark,2,Josh Hutcherson,1242688,http://s3.amazonaws.com/brianfoo_art/hollywood/1242688.jpg,m,w,0," English, as well as Scottish, German, and distant Irish and French",http://www.imdb.com/name/nm1242688/bio,0,-1
442,1951265,The Hunger Games: Mockingjay - Part 1,Peeta Mellark,2,Josh Hutcherson,1242688,http://s3.amazonaws.com/brianfoo_art/hollywood/1242688.jpg,m,w,0," English, as well as Scottish, German, and distant Irish and French",http://www.imdb.com/name/nm1242688/bio,0,-1
467,1951266,The Hunger Games: Mockingjay - Part 2,Peeta Mellark,2,Josh Hutcherson,1242688,http://s3.amazonaws.com/brianfoo_art/hollywood/1242688.jpg,m,w,0," English, as well as Scottish, German, and distant Irish and French",http://www.imdb.com/name/nm1242688/bio,0,-1
15,438097,Ice Age: The Meltdown,Eddie,5,Josh Peck,669681,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/669681.jpg,m,w,0,maternal grandparents from Jewish families from Eastern Europe (Poland and Russia); never met biological father,http://www.imdb.com/name/nm0669681/bio,1,0
152,988045,Sherlock Holmes,Dr. John Watson,2,Jude Law,179,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/179.jpg,m,w,0,"English, Scottish",http://www.imdb.com/name/nm0000179/bio,0,-1
257,1515091,Sherlock Holmes: A Game of Shadows,Dr. John Watson,2,Jude Law,179,http://s3.amazonaws.com/brianfoo_art/hollywood/179.jpg,m,w,0,"English, Scottish",http://www.imdb.com/name/nm0000179/bio,0,-1
9,381061,Casino Royale,M,4,Judi Dench,1132,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/1132.jpg,f,w,0,Irish,https://en.wikipedia.org/wiki/Category:British_people_of_Irish_descent,0,-1
109,830515,Quantum of Solace,M,4,Judi Dench,1132,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/1132.jpg,f,w,0,Irish,https://en.wikipedia.org/wiki/Category:British_people_of_Irish_descent,0,-1
332,1074638,Skyfall,M,2,Judi Dench,1132,http://s3.amazonaws.com/brianfoo_art/hollywood/1132.jpg,f,w,0,Irish,https://en.wikipedia.org/wiki/Category:British_people_of_Irish_descent,0,-1
67,440963,The Bourne Ultimatum,Nicky Parsons,2,Julia Stiles,5466,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/5466.jpg,f,w,0,"Irish, English, and German ancestry",http://www.imdb.com/name/nm0005466/bio,0,-1
95,413267,Shrek the Third,Queen,5,Julie Andrews,267,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/267.jpg,f,w,0,,,1,1
215,892791,Shrek Forever After,Queen,5,Julie Andrews,267,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/267.jpg,f,w,0,,,1,1
219,1323594,Despicable Me,Gru's Mom,4,Julie Andrews,267,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/267.jpg,f,w,0,,,1,1
314,1217209,Brave,The Witch,4,Julie Walters,910278,http://s3.amazonaws.com/brianfoo_art/hollywood/910278.jpg,f,w,0,"Irish, English",http://www.imdb.com/name/nm0910278/bio,1,1
62,465234,National Treasure: Book of Secrets,Riley Poole,2,Justin Bartha,58581,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/58581.jpg,m,w,0,"His parents are both from Jewish families (their families moved to the U.S. from Austria, Germany, Russia, and Poland)",http://www.imdb.com/name/nm0058581/bio,0,-1
174,1119646,The Hangover,Doug,4,Justin Bartha,58581,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/58581.jpg,m,w,0,"His parents are both from Jewish families (their families moved to the U.S. from Austria, Germany, Russia, and Poland)",http://www.imdb.com/name/nm0058581/bio,0,-1
284,1411697,The Hangover Part II,Doug,4,Justin Bartha,58581,http://s3.amazonaws.com/brianfoo_art/hollywood/58581.jpg,m,w,0,"His parents are both from Jewish families (their families moved to the U.S. from Austria, Germany, Russia, and Poland)",http://www.imdb.com/name/nm0058581/bio,0,-1
60,952640,Alvin and the Chipmunks,Alvin,5,Justin Long,519043,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/519043.jpg,m,w,0,Sicilian (from one grandmother) and Polish ancestry,http://www.imdb.com/name/nm0519043/bio,1,0
159,1231580,Alvin and the Chipmunks: The Squeakquel,Alvin,4,Justin Long,519043,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/519043.jpg,m,w,0,Sicilian (from one grandmother) and Polish ancestry,http://www.imdb.com/name/nm0519043/bio,1,0
138,367882,Indiana Jones and the Kingdom of the Crystal Skull,Marion Ravenwood,3,Karen Allen,261,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/261.jpg,f,w,0,"English, Irish, Scottish, and Welsh",https://en.wikipedia.org/wiki/Karen_Allen#Early_life,0,-1
22,348150,Superman Returns,Lois Lane,2,Kate Bosworth,98378,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/98378.jpg,f,w,0,,,0,-1
48,383574,Pirates of the Caribbean: Dead Man's Chest,Elizabeth Swann,3,Keira Knightley,461136,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/461136.jpg,f,w,0,"Her father is English, while her Scottish-born mother is of Scottish and Welsh origin",http://www.imdb.com/name/nm0461136/bio,0,-1
84,449088,Pirates of the Caribbean: At World's End,Elizabeth Swann,4,Keira Knightley,461136,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/461136.jpg,f,w,0,"Her father is English, while her Scottish-born mother is of Scottish and Welsh origin",http://www.imdb.com/name/nm0461136/bio,0,-1
311,1217209,Brave,Merida,1,Kelly Macdonald,531808,http://s3.amazonaws.com/brianfoo_art/hollywood/531808.jpg,f,w,0,Scottish,http://www.imdb.com/name/nm0531808/bio,1,1
418,2109248,Transformers: Age of Extinction,Harold Attinger,3,Kelsey Grammer,1288,http://s3.amazonaws.com/brianfoo_art/hollywood/1288.jpg,m,w,0,"English, German, Irish and Scottish",http://www.imdb.com/name/nm0001288/bio,0,-1
329,903624,The Hobbit: An Unexpected Journey,Balin,4,Ken Stott,832792,http://s3.amazonaws.com/brianfoo_art/hollywood/832792.jpg,m,w,0,His father was Scottish and his mother was Sicilian,http://www.imdb.com/name/nm0832792/bio,0,-1
364,1170358,The Hobbit: The Desolation of Smaug,Balin,4,Ken Stott,832792,http://s3.amazonaws.com/brianfoo_art/hollywood/832792.jpg,m,w,0,His father was Scottish and his mother was Sicilian,http://www.imdb.com/name/nm0832792/bio,0,-1
424,2310332,The Hobbit: The Battle of the Five Armies,Balin,4,Ken Stott,832792,http://s3.amazonaws.com/brianfoo_art/hollywood/832792.jpg,m,w,0,His father was Scottish and his mother was Sicilian,http://www.imdb.com/name/nm0832792/bio,0,-1
280,1298650,Pirates of the Caribbean: On Stranger Tides,Gibbs,5,Kevin McNally,573618,http://s3.amazonaws.com/brianfoo_art/hollywood/573618.jpg,m,w,0,English,http://www.imdb.com/name/nm0573618/bio,0,-1
23,348150,Superman Returns,Lex Luthor,3,Kevin Spacey,228,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/228.jpg,m,w,0,"Swedish, Engish",http://www.imdb.com/name/nm0000228/bio,0,-1
97,413300,Spider-Man 3,Mary Jane Watson,2,Kirsten Dunst,379,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/379.jpg,f,w,0,German and Swedish descent,http://www.imdb.com/name/nm0000379/bio,0,-1
386,2294629,Frozen,Anna,1,Kristen Bell,68338,http://s3.amazonaws.com/brianfoo_art/hollywood/68338.jpg,f,w,0,Scottish and Polish,http://www.imdb.com/name/nm0068338/bio,1,1
116,1099212,Twilight,Bella Swan,1,Kristen Stewart,829576,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/829576.jpg,f,w,0,,,0,-1
181,1259571,The Twilight Saga: New Moon,Bella Swan,1,Kristen Stewart,829576,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/829576.jpg,f,w,0,,,0,-1
231,1325004,The Twilight Saga: Eclipse,Bella Swan,1,Kristen Stewart,829576,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/829576.jpg,f,w,0,,,0,-1
286,1324999,The Twilight Saga: Breaking Dawn Part 1,Bella Swan,1,Kristen Stewart,829576,http://s3.amazonaws.com/brianfoo_art/hollywood/829576.jpg,f,w,0,,,0,-1
321,1673434,The Twilight Saga: Breaking Dawn Part 2,Bella Swan,1,Kristen Stewart,829576,http://s3.amazonaws.com/brianfoo_art/hollywood/829576.jpg,f,w,0,,,0,-1
382,1690953,Despicable Me 2,Lucy,2,Kristen Wiig,1325419,http://s3.amazonaws.com/brianfoo_art/hollywood/1325419.jpg,f,w,0,"Norwegian (from her paternal grandfather), Irish, English, and Scottish",http://www.imdb.com/name/nm1325419/bio,1,1
463,3659388,The Martian,Annie Montrose,3,Kristen Wiig,1325419,http://s3.amazonaws.com/brianfoo_art/hollywood/1325419.jpg,f,w,0,"Norwegian (from her paternal grandfather), Irish, English, and Scottish",http://www.imdb.com/name/nm1325419/bio,0,-1
450,2179136,American Sniper,Goat-Winston,5,Kyle Gallner,973177,http://s3.amazonaws.com/brianfoo_art/hollywood/973177.jpg,m,w,0,Russian Jewish,http://www.imdb.com/name/nm0973177/bio,0,-1
39,317219,Cars,Mater,4,Larry Guy the Cable,1249256,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/1249256.jpg,m,w,0,,,1,0
261,1216475,Cars 2,Mater,1,Larry Guy the Cable,1249256,http://s3.amazonaws.com/brianfoo_art/hollywood/1249256.jpg,m,w,0,,,1,0
453,2379713,Spectre,Madeleine,3,Léa Seydoux,2244205,http://s3.amazonaws.com/brianfoo_art/hollywood/2244205.jpg,f,w,0,"French and Alsatian German descent, with more distant Spanish-Venezuelan roots on her father's side",http://www.imdb.com/name/nm2244205/bio,0,-1
52,416449,300,Queen Gorgo,2,Lena Headey,372176,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/372176.jpg,f,w,0,possibly English,,0,-1
168,796366,Star Trek,Spock Prime,3,Leonard Nimoy,559,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/559.jpg,m,w,0,Ukrainian Jewish,http://www.imdb.com/name/nm0000559/bio,0,-1
221,1375666,Inception,Cobb,1,Leonardo DiCaprio,138,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/138.jpg,m,w,0,"German, Italian, Russian",http://www.imdb.com/name/nm0000138/bio,0,-1
414,1587310,Maleficent,Flittle,4,Lesley Manville,544334,http://s3.amazonaws.com/brianfoo_art/hollywood/544334.jpg,f,w,0,,,0,-1
145,371746,Iron Man,Christine Everhart,5,Leslie Bibb,4753,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/4753.jpg,f,w,0,,,0,-1
485,2096673,Inside Out,Anger,5,Lewis Black,85400,http://s3.amazonaws.com/brianfoo_art/hollywood/85400.jpg,m,w,0,,,1,0
338,1392170,The Hunger Games,Gale Hawthorne,3,Liam Hemsworth,2955013,http://s3.amazonaws.com/brianfoo_art/hollywood/2955013.jpg,m,w,0,"Dutch (from his immigrant maternal grandfather), Irish, English, Scottish, and German",http://www.imdb.com/name/nm2955013/bio,0,-1
398,1951264,The Hunger Games: Catching Fire,Gale Hawthorne,3,Liam Hemsworth,2955013,http://s3.amazonaws.com/brianfoo_art/hollywood/2955013.jpg,m,w,0,"Dutch (from his immigrant maternal grandfather), Irish, English, Scottish, and German",http://www.imdb.com/name/nm2955013/bio,0,-1
443,1951265,The Hunger Games: Mockingjay - Part 1,Gale Hawthorne,3,Liam Hemsworth,2955013,http://s3.amazonaws.com/brianfoo_art/hollywood/2955013.jpg,m,w,0,"Dutch (from his immigrant maternal grandfather), Irish, English, Scottish, and German",http://www.imdb.com/name/nm2955013/bio,0,-1
468,1951266,The Hunger Games: Mockingjay - Part 2,Gale Hawthorne,3,Liam Hemsworth,2955013,http://s3.amazonaws.com/brianfoo_art/hollywood/2955013.jpg,m,w,0,"Dutch (from his immigrant maternal grandfather), Irish, English, Scottish, and German",http://www.imdb.com/name/nm2955013/bio,0,-1
165,878804,The Blind Side,Collins Tuohy,5,Lily Collins,2934314,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/2934314.jpg,f,w,0,"Russian Jewish (from her maternal grandfather), English, and German descent",http://www.imdb.com/name/nm2934314/bio,0,-1
457,1661199,Cinderella (2015),Cinderella,2,Lily James,4141252,http://s3.amazonaws.com/brianfoo_art/hollywood/4141252.jpg,f,w,0,"Scottish, English, French, and more distant German",http://www.imdb.com/name/nm4141252/bio,0,-1
449,2179136,American Sniper,Marc Lee,4,Luke Grimes,2093766,http://s3.amazonaws.com/brianfoo_art/hollywood/2093766.jpg,m,w,0,,,0,-1
205,398286,Tangled,Captain of the Guard,5,M.C. Gainey,301370,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/301370.jpg,m,w,0,,,1,1
8,381061,Casino Royale,Le Chiffre,3,Mads Mikkelsen,586568,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/586568.jpg,m,w,0,Danish,http://www.imdb.com/name/nm0586568/bio,0,-1
150,468569,The Dark Knight,Rachel,5,Maggie Gyllenhaal,350454,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/350454.jpg,f,w,0,"Her mother is from an Ashkenazi Jewish family, while her father has Swedish, English, Swiss-German, and German ancestry",http://www.imdb.com/name/nm0350454/bio,0,-1
201,398286,Tangled,Rapunzel,1,Mandy Moore,601553,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/601553.jpg,f,w,0,"Russian Jewish (from her maternal grandfather), English, and some Scottish and Irish",http://www.imdb.com/name/nm0601553/bio,1,1
348,848228,Marvel's The Avengers,Bruce Banner,3,Mark Ruffalo,749263,http://s3.amazonaws.com/brianfoo_art/hollywood/749263.jpg,m,w,0,"His father's ancestry is Italian, and his mother is of half French-Canadian and half Italian descent",http://www.imdb.com/name/nm0749263/bio,0,-1
488,2395427,Avengers: Age of Ultron,Bruce Banner,3,Mark Ruffalo,749263,http://s3.amazonaws.com/brianfoo_art/hollywood/749263.jpg,m,w,0,"His father's ancestry is Italian, and his mother is of half French-Canadian and half Italian descent",http://www.imdb.com/name/nm0749263/bio,0,-1
154,988045,Sherlock Holmes,Lord Blackwood,4,Mark Strong,835016,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/835016.jpg,m,w,0,Austrian mother and an Italian father,http://www.imdb.com/name/nm0835016/bio,0,-1
306,1637725,Ted,John Bennett,1,Mark Wahlberg,242,http://s3.amazonaws.com/brianfoo_art/hollywood/242.jpg,m,w,0,"Irish, Swedish (from his paternal grandfather), and more distant French-Canadian and English",http://www.imdb.com/name/nm0000242/bio,0,-1
416,2109248,Transformers: Age of Extinction,Cade Yeager,1,Mark Wahlberg,242,http://s3.amazonaws.com/brianfoo_art/hollywood/242.jpg,m,w,0,"Irish, Swedish (from his paternal grandfather), and more distant French-Canadian and English",http://www.imdb.com/name/nm0000242/bio,0,-1
327,903624,The Hobbit: An Unexpected Journey,Bilbo,2,Martin Freeman,293509,http://s3.amazonaws.com/brianfoo_art/hollywood/293509.jpg,m,w,0,English and Irish,http://www.imdb.com/name/nm0293509/bio,0,-1
362,1170358,The Hobbit: The Desolation of Smaug,Bilbo,2,Martin Freeman,293509,http://s3.amazonaws.com/brianfoo_art/hollywood/293509.jpg,m,w,0,English and Irish,http://www.imdb.com/name/nm0293509/bio,0,-1
422,2310332,The Hobbit: The Battle of the Five Armies,Bilbo Baggins,2,Martin Freeman,293509,http://s3.amazonaws.com/brianfoo_art/hollywood/293509.jpg,m,w,0,English and Irish,http://www.imdb.com/name/nm0293509/bio,0,-1
108,830515,Quantum of Solace,Dominic Greene,3,Mathieu Amalric,23832,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/23832.jpg,m,w,0,"Polish Jewish, French",http://www.imdb.com/name/nm0023832/bio,0,-1
66,440963,The Bourne Ultimatum,Jason Bourne,1,Matt Damon,354,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/354.jpg,m,w,0," His father is of English and Scottish descent, and his mother is of Finnish and Swedish ancestry",http://www.imdb.com/name/nm0000354/bio,0,-1
461,3659388,The Martian,Mark Watney,1,Matt Damon,354,http://s3.amazonaws.com/brianfoo_art/hollywood/354.jpg,m,w,0," His father is of English and Scottish descent, and his mother is of Finnish and Swedish ancestry",http://www.imdb.com/name/nm0000354/bio,0,-1
160,1231580,Alvin and the Chipmunks: The Squeakquel,Simon,5,Matthew Gray Gubler,1131557,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/1131557.jpg,m,w,0,"Swiss-German, German, English, Irish, Manx, Scottish, and Dutch",http://www.imdb.com/name/nm1131557/bio,1,0
448,2179136,American Sniper,Colton,3,Max Charles,1934618,http://s3.amazonaws.com/brianfoo_art/hollywood/1934618.jpg,m,w,0,,,0,-1
87,418279,Transformers,Mikaela Banes,2,Megan Fox,1083271,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/1083271.jpg,f,w,0,"English, with small amounts of Scottish, German, and Northern Irish (Scots-Irish), and distant French and Welsh",http://www.imdb.com/name/nm1083271/bio,0,-1
192,1055369,Transformers: Revenge of the Fallen,Mikaela Banes,2,Megan Fox,1083271,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/1083271.jpg,f,w,0,"English, with small amounts of Scottish, German, and Northern Irish (Scots-Irish), and distant French and Welsh",http://www.imdb.com/name/nm1083271/bio,0,-1
242,1014759,Alice in Wonderland (2010),Alice Kingsleigh,2,Mia Wasikowska,1985859,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/1985859.jpg,f,w,0,mother is Polish and her father is an Australian of British ancestry,http://www.imdb.com/name/nm1985859/bio,0,-1
149,468569,The Dark Knight,Alfred,4,Michael Caine,323,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/323.jpg,m,w,0,"His father had English, Irish, and, reportedly, gypsy ancestry",https://en.wikipedia.org/wiki/Michael_Caine#Early_life,0,-1
263,1216475,Cars 2,Finn McMissile,3,Michael Caine,323,http://s3.amazonaws.com/brianfoo_art/hollywood/323.jpg,m,w,0,"His father had English, Irish, and, reportedly, gypsy ancestry",https://en.wikipedia.org/wiki/Michael_Caine#Early_life,1,0
408,1877832,X-Men: Days of Future Past,Erik Lehnsherr,3,Michael Fassbender,1055413,http://s3.amazonaws.com/brianfoo_art/hollywood/1055413.jpg,m,w,0,"German, Irish",http://www.imdb.com/name/nm1055413/bio,0,-1
473,2293640,Minions,Walter Nelson,3,Michael Keaton,474,http://s3.amazonaws.com/brianfoo_art/hollywood/474.jpg,m,w,0,"Irish, as well as English, Scottish, and German",http://www.imdb.com/name/nm0000474/bio,1,1
270,1229238,Mission: Impossible - Ghost Protocol,Hendricks,5,Michael Nyqvist,638824,http://s3.amazonaws.com/brianfoo_art/hollywood/638824.jpg,m,w,0,"Swedish, Italian",http://www.imdb.com/name/nm0638824/bio,0,-1
378,770828,Man of Steel,General Zod,3,Michael Shannon,788335,http://s3.amazonaws.com/brianfoo_art/hollywood/788335.jpg,m,w,0,,,0,-1
354,1623205,Oz The Great and Powerful,Annie,4,Michelle Williams,931329,http://s3.amazonaws.com/brianfoo_art/hollywood/931329.jpg,f,w,0,"Norwegian, as well as German, English, Swedish, Swiss-German, Danish, Welsh, and Scottish",http://www.imdb.com/name/nm0931329/bio,0,-1
44,477347,Night at the Museum,Gus,4,Mickey Rooney,1682,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/1682.jpg,m,w,0,"His father was a Scottish immigrant. His mother, who was from Missouri, had English ancestry",http://www.imdb.com/name/nm0001682/bio,0,-1
91,413267,Shrek the Third,Shrek,1,Mike Myers,196,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/196.jpg,m,w,0,"English, Scottish and Irish",https://en.wikipedia.org/wiki/Mike_Myers#Early_life,1,0
211,892791,Shrek Forever After,Shrek,1,Mike Myers,196,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/196.jpg,m,w,0,"English, Scottish and Irish",https://en.wikipedia.org/wiki/Mike_Myers#Early_life,1,0
307,1637725,Ted,Lori Collins,2,Mila Kunis,5109,http://s3.amazonaws.com/brianfoo_art/hollywood/5109.jpg,f,w,0,Ashkenazi Jewish,http://www.imdb.com/name/nm0005109/bio,0,-1
352,1623205,Oz The Great and Powerful,Theodora,2,Mila Kunis,5109,http://s3.amazonaws.com/brianfoo_art/hollywood/5109.jpg,f,w,0,Ashkenazi Jewish,http://www.imdb.com/name/nm0005109/bio,0,-1
384,1690953,Despicable Me 2,Margo,4,Miranda Cosgrove,1388927,http://s3.amazonaws.com/brianfoo_art/hollywood/1388927.jpg,f,w,0,"English, Irish, and French",http://www.imdb.com/name/nm1388927/bio,1,1
455,2379713,Spectre,Lucia,5,Monica Bellucci,899,http://s3.amazonaws.com/brianfoo_art/hollywood/899.jpg,f,w,0,Italian,http://www.imdb.com/name/nm0000899/bio,0,-1
252,800369,Thor,Jane Foster,2,Natalie Portman,204,http://s3.amazonaws.com/brianfoo_art/hollywood/204.jpg,f,w,0,"Ashkenazi Jewish, Polish, Romanian, Austrian, Russian, Lithuanian",http://www.imdb.com/name/nm0000204/bio,0,-1
249,435761,Toy Story 3,Lotso,4,Ned Beatty,885,http://s3.amazonaws.com/brianfoo_art/hollywood/people_top10_2006_2010/885.jpg,m,w,0,,,1,0
430,1490017,The LEGO Movie,Metal Beard,5,Nick Offerman,644406,http://s3.amazonaws.com/brianfoo_art/hollywood/0644406.jpg,m,w,0,German and Swiss-German,http://www.imdb.com/name/nm0644406/bio,1,0
419,2109248,Transformers: Age of Extinction,Tessa Yeager,4,Nicola Peltz,2443758,http://s3.amazonaws.com/brianfoo_art/hollywood/2443758.jpg,f,w,0,"Ashkenazi Jewish (from her father) and German, Welsh, and English (from her mother)",http://www.imdb.com/name/nm2443758/bio,0,-1
